energy (eV)	irradiance (eV s^-1 cm^-2 Hz^-1)
2.06382352781    959.894493825
2.06399531269    960.032821081
2.06416712617    960.185251128
2.06433896825    960.351784401
2.06451083895    960.60335643
2.06468273827    961.0392188
2.06485466622    961.801117366
2.0650266228    962.973973271
2.06519860803    964.472511143
2.06537062191    966.183160402
2.06554266444    967.992418555
2.06571473564    969.829383657
2.06588683551    971.651516243
2.06605896406    973.444668213
2.06623112129    975.095540573
2.06640330722    976.462571276
2.06657552185    977.390151982
2.06674776518    977.821866451
2.06692003723    977.871207726
2.067092338    977.679883031
2.0672646675    977.403688877
2.06743702573    977.113394678
2.06760941271    976.809007509
2.06778182844    976.532974425
2.06795427292    976.327691722
2.06812674618    976.249684308
2.0682992482    976.369578947
2.068471779    976.673124413
2.06864433859    977.131981465
2.06881692697    977.675424727
2.06898954415    978.246891183
2.06916219014    978.818133564
2.06933486495    979.360893551
2.06950756857    979.832838506
2.06968030103    980.106932265
2.06985306232    980.013905764
2.07002585246    979.469261714
2.07019867145    978.473218841
2.0703715193    977.181205129
2.07054439601    975.748522469
2.0707173016    974.245759458
2.07089023606    972.757554336
2.07106319942    971.283914906
2.07123619167    969.965776958
2.07140921282    968.972206259
2.07158226288    968.528490023
2.07175534185    968.775262327
2.07192844975    969.627643984
2.07210158658    970.831811675
2.07227475235    972.190438237
2.07244794707    973.604894653
2.07262117073    975.032910711
2.07279442336    976.404110154
2.07296770495    977.662224852
2.07314101552    978.624406457
2.07331435507    979.164176762
2.07348772361    979.22549423
2.07366112114    978.892975829
2.07383454768    978.321495624
2.07400800323    977.665809283
2.0741814878    976.996241742
2.07435500139    976.326864622
2.07452854402    975.713874774
2.07470211568    975.241536328
2.0748757164    975.078350127
2.07504934616    975.32247291
2.07522300499    975.987730714
2.07539669289    976.975647906
2.07557040986    978.145677752
2.07574415592    979.385451653
2.07591793107    980.63879789
2.07609173532    981.877657048
2.07626556867    983.087997517
2.07643943114    984.199718448
2.07661332272    985.156770281
2.07678724344    985.88911679
2.07696119329    986.410900063
2.07713517228    986.792301274
2.07730918042    987.089452255
2.07748321771    987.372447277
2.07765728418    987.655305902
2.07783137981    987.91001526
2.07800550462    988.122581654
2.07817965862    988.223021183
2.07835384181    988.14138947
2.0785280542    987.835775768
2.0787022958    987.348287956
2.07887656662    986.720990918
2.07905086666    986.037902533
2.07922519593    985.355001617
2.07939955444    984.658299121
2.07957394219    983.975775424
2.07974835919    983.321407798
2.07992280546    982.751080513
2.08009728099    982.278745781
2.08027178579    981.946264048
2.08044631988    981.711654898
2.08062088326    981.546931268
2.08079547593    981.396191722
2.08097009791    981.259421837
2.08114474919    981.108690823
2.0813194298    980.91609403
2.08149413973    980.597901998
2.081668879    980.070441507
2.08184364761    979.222197926
2.08201844556    978.039386419
2.08219327287    976.605855171
2.08236812955    975.04725102
2.08254301559    973.433356529
2.08271793101    971.806025818
2.08289287582    970.19313538
2.08306785002    968.678294806
2.08324285362    967.372947161
2.08341788663    966.45808456
2.08359294905    966.058890545
2.08376804089    966.147237012
2.08394316217    966.569713389
2.08411831288    967.172997377
2.08429349304    967.81780046
2.08446870264    968.504094245
2.08464394171    969.176204881
2.08481921024    969.889790257
2.08499450825    970.658736037
2.08516983574    971.52474196
2.08534519272    972.515577685
2.0855205792    973.617258357
2.08569599518    974.788043256
2.08587144067    975.972287941
2.08604691568    977.183885471
2.08622242021    978.36724588
2.08639795428    979.522383254
2.08657351789    980.552082734
2.08674911105    981.303639615
2.08692473377    981.610585749
2.08710038605    981.417601586
2.0872760679    980.822103032
2.08745177933    980.004713695
2.08762752034    979.076555471
2.08780329095    978.134791491
2.08797909116    977.179436073
2.08815492098    976.238225439
2.08833078041    975.325022177
2.08850666947    974.467546826
2.08868258816    973.693486567
2.08885853649    973.01666196
2.08903451446    972.395450426
2.08921052209    971.802122692
2.08938655937    971.236650066
2.08956262633    970.67133396
2.08973872296    970.106159693
2.08991484927    969.554983192
2.09009100528    969.00395116
2.09026719098    968.494588082
2.09044340639    967.999197047
2.09061965152    967.559266897
2.09079592636    967.119451146
2.09097223093    966.707404356
2.09114856524    966.295447969
2.09132492929    965.883596614
2.0915013231    965.499490863
2.09167774666    965.184585228
2.09185419999    965.049399024
2.09203068309    965.232018188
2.09220719597    965.773729387
2.09238373864    966.660534854
2.09256031111    967.754160169
2.09273691338    968.930220839
2.09291354546    970.147262717
2.09309020736    971.350045697
2.09326689909    972.510982849
2.09344362065    973.56109269
2.09362037206    974.334872113
2.09379715331    974.666944424
2.09397396442    974.502353392
2.09415080539    973.951669842
2.09432767624    973.166746371
2.09450457696    972.271771699
2.09468150757    971.363279384
2.09485846808    970.441261792
2.09503545849    969.533302458
2.0952124788    968.639372488
2.09538952904    967.773263081
2.0955666092    966.962479104
2.09574371929    966.179463809
2.09592085932    965.451741917
2.0960980293    964.737984388
2.09627522924    964.024434086
2.09645245913    963.324831512
2.096629719    962.625431462
2.09680700885    961.953734792
2.09698432868    961.337231032
2.0971616785    960.830897242
2.09733905833    960.475915256
2.09751646816    960.258467179
2.09769390801    960.137252249
2.09787137789    960.07099762
2.09804887779    960.018458351
2.09822640774    959.95216379
2.09840396773    959.87212091
2.09858155777    959.695937178
2.09875917788    959.258926607
2.09893682805    958.42394531
2.09911450831    957.053956858
2.09929221865    955.245287446
2.09946995908    953.149075014
2.09964772961    950.930068508
2.09982553024    948.656921538
2.100003361    946.357071857
2.10018122187    943.989414435
2.10035911288    941.362063126
2.10053703402    938.21473907
2.10071498531    934.232528036
2.10089296676    929.278855697
2.10107097836    923.532283542
2.10124902014    917.349332766
2.10142709209    910.963021953
2.10160519422    904.537765954
2.10178332655    898.114648847
2.10196148908    891.775790602
2.10213968181    885.630638761
2.10231790476    879.884315744
2.10249615793    874.700798141
2.10267444133    870.10715523
2.10285275497    865.979993508
2.10303109886    862.086649665
2.103209473    858.303952937
2.1033878774    854.563503142
2.10356631207    850.906287598
2.10374477701    847.523560829
2.10392327224    844.838684227
2.10410179776    843.438667198
2.10428035358    843.705246827
2.10445893971    845.610266263
2.10463755616    848.634103645
2.10481620292    852.230183063
2.10499488002    856.0433615
2.10517358746    859.923444046
2.10535232524    863.856742628
2.10553109337    867.925071656
2.10570989187    872.319308567
2.10588872073    877.298376018
2.10606757998    882.984672342
2.1062464696    889.282422579
2.10642538962    895.986864948
2.10660434004    902.852522568
2.10678332087    909.783925457
2.10696233211    916.699315523
2.10714137378    923.503352712
2.10732044588    929.978217935
2.10749954841    935.701991943
2.1076786814    940.239447893
2.10785784484    943.427859903
2.10803703874    945.5128653
2.1082162631    946.95763174
2.10839551795    948.116185748
2.10857480329    949.219900719
2.10875411911    950.295994619
2.10893346544    951.371688499
2.10911284228    952.446975216
2.10929224963    953.549031102
2.10947168751    954.664270898
2.10965115592    955.806256853
2.10983065487    956.961401138
2.11001018436    958.129696873
2.11018974442    959.311129993
2.11036933503    960.478545076
2.11054895622    961.631941926
2.11072860799    962.730611394
2.11090829034    963.706723001
2.11108800329    964.451783015
2.11126774684    964.884511431
2.111447521    965.005067689
2.11162732578    964.922104747
2.11180716119    964.744208808
2.11198702722    964.512110359
2.1121669239    964.266483471
2.11234685123    963.993800548
2.11252680922    963.639860503
2.11270679787    963.082770758
2.1128868172    962.187187059
2.1130668672    960.872001676
2.1132469479    959.178069898
2.11342705929    957.254506625
2.11360720138    955.223266918
2.11378737419    953.152072453
2.11396757772    951.068007282
2.11414781197    949.011677117
2.11432807696    946.983053709
2.1145083727    945.063286032
2.11468869918    943.306408471
2.11486905643    941.712337917
2.11504944444    940.267469858
2.11522986323    938.904154019
2.1154103128    937.581798413
2.11559079316    936.286874889
2.11577130432    935.005864518
2.11595184629    933.806288339
2.11613241907    932.863667683
2.11631302267    932.420908996
2.1164936571    932.666755204
2.11667432238    933.668342779
2.11685501849    935.236350375
2.11703574547    937.114119718
2.1172165033    939.112622178
2.117397292    941.150861213
2.11757811158    943.17488101
2.11775896205    945.157722021
2.11793984341    947.045466906
2.11812075567    948.730341895
2.11830169884    950.172010893
2.11848267293    951.357134949
2.11866367794    952.366668806
2.11884471389    953.294999227
2.11902578078    954.196036331
2.11920687861    955.083262398
2.11938800741    955.956670126
2.11956916716    956.802824025
2.11975035789    957.594807788
2.11993157961    958.26538149
2.12011283231    958.814593045
2.120294116    959.242511727
2.1204754307    959.589542372
2.12065677642    959.896076439
2.12083815315    960.202463547
2.12101956091    960.508703717
2.12120099971    960.855112073
2.12138246956    961.281990372
2.12156397045    961.910215402
2.12174550241    962.874010296
2.12192706543    964.213490204
2.12210865953    965.861332468
2.12229028472    967.683106747
2.12247194099    969.571335794
2.12265362837    971.48571818
2.12283534686    973.372564741
2.12301709646    975.164802953
2.12319887718    976.661256414
2.12338068904    977.593837315
2.12356253204    977.721439636
2.12374440619    976.990854411
2.12392631149    975.617011054
2.12410824796    973.86830309
2.12429021559    971.986146405
2.12447221441    970.064386548
2.12465424442    968.170041345
2.12483630562    966.370061425
2.12501839803    964.82509424
2.12520052165    963.735861844
2.12538267649    963.262770736
2.12556486256    963.365347374
2.12574707987    963.896095839
2.12592932842    964.64069724
2.12611160822    965.451899134
2.12629391928    966.289523704
2.12647626161    967.113448983
2.12665863522    967.923681895
2.12684104011    968.666748812
2.12702347629    969.2892128
2.12720594378    969.777782639
2.12738844257    970.132520076
2.12757097268    970.420293441
2.12775353412    970.667858022
2.12793612689    970.901936626
2.128118751    971.135892001
2.12830140646    971.35637767
2.12848409327    971.563386394
2.12866681146    971.730255367
2.12884956101    971.843644411
2.12903234195    971.876899308
2.12921515427    971.870087616
2.12939799799    971.8232229
2.12958087312    971.763000823
2.12976377967    971.689421204
2.12994671763    971.615823858
2.13012968702    971.502223896
2.13031268786    971.268692934
2.13049572013    970.835357528
2.13067878387    970.082427829
2.13086187906    969.023390129
2.13104500573    967.69834584
2.13122816387    966.240580218
2.1314113535    964.743336037
2.13159457463    963.219946167
2.13177782726    961.697037325
2.1319611114    960.187917207
2.13214442705    958.705877315
2.13232777424    957.277503185
2.13251115296    955.916068205
2.13269456323    954.621530974
2.13287800504    953.367285612
2.13306147842    952.140003384
2.13324498337    950.926399884
2.13342851989    949.71316468
2.13361208799    948.526872069
2.13379568769    947.42064079
2.13397931899    946.474097117
2.1341629819    945.846494349
2.13434667642    945.577494952
2.13453040257    945.640355306
2.13471416035    945.902211643
2.13489794978    946.270084049
2.13508177085    946.677587338
2.13526562358    947.071634582
2.13544950798    947.465511013
2.13563342405    947.779658514
2.1358173718    947.961086253
2.13600135125    947.930332027
2.13618536239    947.634512804
2.13636940524    947.139994979
2.13655347981    946.513134332
2.1367375861    945.846716582
2.13692172412    945.167240319
2.13710589388    944.487956128
2.13729009538    943.835339935
2.13747432865    943.27555999
2.13765859368    942.874731903
2.13784289048    942.712174301
2.13802721906    942.800989322
2.13821157943    943.088133669
2.1383959716    943.467717424
2.13858039557    943.900009196
2.13876485136    944.332116743
2.13894933897    944.75081215
2.13913385841    945.09002297
2.13931840968    945.244094193
2.13950299281    945.028159149
2.13968760779    944.336735756
2.13987225463    943.196489272
2.14005693334    941.739689817
2.14024164394    940.111728278
2.14042638642    938.431489839
2.14061116079    936.725395638
2.14079596708    935.03303974
2.14098080527    933.367611106
2.14116567539    931.795049967
2.14135057743    930.368066671
2.14153551141    929.11294311
2.14172047734    928.016424592
2.14190547522    927.025691189
2.14209050507    926.074798157
2.14227556688    925.137372102
2.14246066067    924.213399186
2.14264578645    923.31604791
2.14283094423    922.497989962
2.14301613401    921.838181324
2.1432013558    921.441874377
2.14338660962    921.361576687
2.14357189546    921.531325393
2.14375721333    921.845725013
2.14394256326    922.212598392
2.14412794523    922.605603945
2.14431335927    923.02474197
2.14449880538    923.469998842
2.14468428357    924.020228129
2.14486979384    924.793700823
2.14505533621    925.869140888
2.14524091069    927.272678495
2.14542651727    928.925323602
2.14561215598    930.708709971
2.14579782681    932.557106919
2.14598352978    934.40482228
2.1461692649    936.251856144
2.14635503217    938.032573171
2.1465408316    939.694511059
2.1467266632    941.119624203
2.14691252698    942.216208761
2.14709842295    943.02377668
2.14728435111    943.594945014
2.14747031148    944.074080297
2.14765630406    944.500558259
2.14784232886    944.913741244
2.14802838588    945.339847985
2.14821447515    945.752657406
2.14840059666    946.191484035
2.14858675042    946.643218605
2.14877293645    947.134041136
2.14895915475    947.624650901
2.14914540533    948.141239516
2.14933168819    948.67069294
2.14951800335    949.18682882
2.14970435081    949.702749902
2.14989073059    950.139942856
2.15007714269    950.38072316
2.15026358712    950.176680031
2.15045006388    949.26651591
2.150636573    947.545990947
2.15082311446    945.146259875
2.15100968829    942.35521545
2.15119629449    939.408281328
2.15138293308    936.423128451
2.15156960405    933.45203538
2.15175630741    930.573358636
2.15194304319    927.969873727
2.15212981137    925.902565498
2.15231661198    924.606129969
2.15250344502    924.106282799
2.1526903105    924.232944926
2.15287720843    924.698756551
2.15306413881    925.307866824
2.15325110165    925.942801728
2.15343809697    926.564444413
2.15362512477    927.159739637
2.15381218506    927.624436497
2.15399927785    927.893411865
2.15418640315    927.888594711
2.15437356096    927.610120794
2.15456075129    927.149322377
2.15474797416    926.597468311
2.15493522957    926.006694398
2.15512251752    925.403067496
2.15530983804    924.83865766
2.15549719112    924.391549968
2.15568457677    924.204823066
2.15587199501    924.473512861
2.15605944584    925.314454809
2.15624692927    926.649326707
2.15643444531    928.308795038
2.15662199397    930.110673209
2.15680957525    931.963880221
2.15699718916    933.829400913
2.15718483572    935.655235136
2.15737251493    937.415431762
2.1575602268    939.006094691
2.15774797134    940.336384863
2.15793574855    941.367490644
2.15812355845    942.151488795
2.15831140105    942.792372831
2.15849927634    943.36809885
2.15868718435    943.930601285
2.15887512508    944.492858098
2.15906309853    945.028938408
2.15925110472    945.551815567
2.15943914366    946.022596396
2.15962721535    946.415370069
2.1598153198    946.743150849
2.16000345702    947.005965773
2.16019162703    947.229766281
2.16037982982    947.440485748
2.1605680654    947.664046338
2.1607563338    947.861581864
2.160944635    948.033105885
2.16113296903    948.113891097
2.16132133589    948.065145791
2.16150973559    947.82222623
2.16169816813    947.385227111
2.16188663353    946.831887578
2.1620751318    946.201073726
2.16226366294    945.557506163
2.16245222697    944.901184787
2.16264082388    944.257982066
2.1628294537    943.640821814
2.16301811642    943.101376512
2.16320681206    942.704236025
2.16339554062    942.47515993
2.16358430212    942.388223965
2.16377309657    942.40460942
2.16396192396    942.459690498
2.16415078431    942.514709296
2.16433967763    942.582571556
2.16452860393    942.637463568
2.16471756322    942.640667929
2.1649065555    942.527703151
2.16509558078    942.24702952
2.16528463907    941.772939124
2.16547373039    941.144209977
2.16566285473    940.412510319
2.16585201211    939.642346406
2.16604120254    938.87241534
2.16623042602    938.076930201
2.16641968257    937.281680038
2.16660897218    936.409372091
2.16679829488    935.434280293
2.16698765067    934.304948153
2.16717703956    932.995712738
2.16736646155    931.558154185
2.16755591666    930.0566977
2.1677454049    928.517114216
2.16793492627    926.978026432
2.16812448078    925.413706048
2.16831406844    923.772719017
2.16850368926    921.926495949
2.16869334324    919.73372386
2.16888303041    917.066013201
2.16907275076    913.962182317
2.1692625043    910.525265448
2.16945229104    906.935321908
2.169642111    903.295208312
2.16983196418    899.643486519
2.17002185059    896.018677813
2.17021177023    892.549182798
2.17040172312    889.414633548
2.17059170926    886.858734552
2.17078172867    885.03517406
2.17097178136    883.828097579
2.17116186732    883.019085975
2.17135198657    882.40270902
2.17154213912    881.837808755
2.17173232498    881.298708591
2.17192254416    880.798217595
2.17211279666    880.387576441
2.17230308249    880.169268937
2.17249340167    880.271325126
2.1726837542    880.731997017
2.17287414008    881.499871071
2.17306455934    882.421110562
2.17325501198    883.431607306
2.173445498    884.454520525
2.17363601741    885.489823214
2.17382657023    886.537529021
2.17401715647    887.64879563
2.17420777612    888.861976303
2.1743984292    890.228170453
2.17458911573    891.747310933
2.1747798357    893.380943633
2.17497058913    895.090668446
2.17516137602    896.825314242
2.17535219639    898.5593101
2.17554305024    900.292656107
2.17573393758    901.999803763
2.17592485843    903.642447067
2.17611581278    905.182313675
2.17630680065    906.581144615
2.17649782205    907.839020678
2.17668887699    908.994308527
2.17687996547    910.110862862
2.1770710875    911.201459139
2.1772622431    912.278877357
2.17745343227    913.304858535
2.17764465501    914.177407766
2.17783591135    914.679858359
2.17802720129    914.544692769
2.17821852483    913.606556361
2.17840988199    911.980568814
2.17860127277    909.909169288
2.17879269718    907.647368564
2.17898415524    905.335375747
2.17917564695    903.011416157
2.17936717232    900.739165203
2.17955873136    898.633158053
2.17975032407    896.884226367
2.17994195047    895.721239273
2.18013361057    895.220231398
2.18032530437    895.240917551
2.18051703189    895.579522832
2.18070879313    896.045134982
2.18090058809    896.548686682
2.1810924168    897.0647279
2.18128427926    897.567833223
2.18147617548    898.083430382
2.18166810546    898.598804439
2.18186006922    899.113955426
2.18205206676    899.628890097
2.18224409809    900.143595037
2.18243616323    900.658077002
2.18262826218    901.172336022
2.18282039495    901.699066972
2.18301256155    902.225563855
2.18320476199    902.802588205
2.18339699627    903.480852376
2.18358926441    904.349077283
2.18378156641    905.47056739
2.18397390229    906.832514014
2.18416627205    908.358734821
2.18435867571    909.960417413
2.18455111326    911.612178911
2.18474358473    913.250650201
2.18493609011    914.83782725
2.18512862942    916.297755511
2.18532120267    917.415223534
2.18551380986    917.962528156
2.185706451    917.788061408
2.18589912611    916.99346438
2.1860918352    915.806828591
2.18628457826    914.443443613
2.18647735532    913.029900464
2.18667016637    911.591512835
2.18686301143    910.140948699
2.18705589051    908.665568963
2.18724880362    907.11482636
2.18744175076    905.438202613
2.18763473195    903.635764546
2.18782774719    901.732845891
2.18802079649    899.767403786
2.18821387987    897.777355241
2.18840699732    895.775336972
2.18860014886    893.773983465
2.18879333451    891.811164914
2.18898655426    889.899477922
2.18917980813    888.11460949
2.18937309612    886.50694854
2.18956641825    885.076414785
2.18975977452    883.772456551
2.18995316494    882.557183459
2.19014658953    881.367518419
2.19034004829    880.190833519
2.19053354122    879.027122031
2.19072706835    877.964594183
2.19092062967    877.078770038
2.1911142252    876.571098798
2.19130785495    876.516940264
2.19150151893    876.916060706
2.19169521713    877.629731755
2.19188894958    878.481572937
2.19208271629    879.408578568
2.19227651725    880.34779414
2.19247035249    881.286643008
2.192664222    882.237693021
2.19285812581    883.238667572
2.19305206391    884.289540026
2.19324603632    885.428007071
2.19344004305    886.616305413
2.1936340841    887.854408429
2.19382815948    889.104592848
2.19402226921    890.366858716
2.19421641329    891.616079433
2.19441059174    892.852255086
2.19460480455    893.987506867
2.19479905175    894.946554908
2.19499333333    895.629090384
2.19518764931    895.997610022
2.1953819997    896.102467151
2.19557638451    896.069252826
2.19577080374    895.973293695
2.19596525741    895.852239763
2.19615974552    895.718652096
2.19635426808    895.585069597
2.19654882511    895.413895571
2.19674341661    895.180081132
2.19693804258    894.846069576
2.19713270305    894.411914182
2.19732739802    893.915251535
2.19752212749    893.368627211
2.19771689149    892.82216116
2.19791169001    892.263318995
2.19810652306    891.704639503
2.19830139066    891.183659434
2.19849629281    890.725374467
2.19869122953    890.4048181
2.19888620082    890.234413893
2.19908120669    890.226596405
2.19927624715    890.318757857
2.19947132221    890.47334818
2.19966643189    890.64034278
2.19986157617    890.819735017
2.20005675509    891.024001739
2.20025196865    891.315602115
2.20044721685    891.781902473
2.2006424997    892.585154042
2.20083781722    893.775108863
2.20103316942    895.301638214
2.20122855629    897.039748418
2.20142397786    898.877028864
2.20161943413    900.738565829
2.20181492511    902.586922441
2.20201045082    904.372227073
2.20220601125    905.957337239
2.20240160642    907.105493192
2.20259723633    907.580083673
2.20279290101    907.294227479
2.20298860045    906.397865061
2.20318433466    905.152935647
2.20338010366    903.758936822
2.20357590746    902.328026686
2.20377174606    900.885134324
2.20396761947    899.392909122
2.2041635277    897.826490385
2.20435947077    896.086353872
2.20455544867    894.097931071
2.20475146142    891.873804778
2.20494750904    889.463846579
2.20514359152    886.967649125
2.20533970888    884.422562898
2.20553586113    881.865911832
2.20573204827    879.347412643
2.20592827032    876.904329556
2.20612452728    874.698154564
2.20632081917    872.890264702
2.20651714599    871.604644587
2.20671350775    870.816185923
2.20690990447    870.350793836
2.20710633615    870.071735134
2.2073028028    869.842387029
2.20749930443    869.637897826
2.20769584105    869.470658075
2.20789241266    869.41509032
2.20808901929    869.644765782
2.20828566094    870.33315826
2.20848233761    871.579202101
2.20867904931    873.320622246
2.20887579607    875.358845776
2.20907257787    877.532606189
2.20926939475    879.742728454
2.20946624669    881.939630831
2.20966313372    884.073780019
2.20986005585    886.021374665
2.21005701307    887.572047356
2.21025400541    888.503179404
2.21045103286    888.728465342
2.21064809545    888.409160585
2.21084519317    887.76824822
2.21104232605    886.991447035
2.21123949408    886.177781753
2.21143669728    885.352002499
2.21163393566    884.489376874
2.21183120923    883.54049482
2.21202851799    882.418883042
2.21222586195    881.087561843
2.21242324113    879.509577969
2.21262065554    877.746839591
2.21281810518    875.910576952
2.21301559006    874.013193506
2.2132131102    872.091754893
2.21341066559    870.059869238
2.21360825626    867.707790801
2.21380588221    864.813581692
2.21400354345    861.525590173
2.21420123999    858.682779167
2.21439897184    857.370180361
2.21459673901    857.993870403
2.2147945415    859.998043204
2.21499237933    862.395894021
2.21519025251    864.10271051
2.21538816105    864.219407469
2.21558610495    862.291009098
2.21578408423    858.491058221
2.2159820989    853.522506493
2.21618014895    848.124743661
2.21637823442    842.827356633
2.21657635529    837.901065596
2.21677451159    833.394908
2.21697270332    829.222525105
2.21717093049    825.248427735
2.21736919312    821.423300786
2.2175674912    817.783965281
2.21776582476    814.367196339
2.2179641938    811.271234375
2.21816259832    808.667971605
2.21836103835    807.024097562
2.21855951388    807.1377222
2.21875802493    809.757229735
2.21895657151    815.004089724
2.21915515363    822.201514162
2.21935377129    830.304860144
2.21955242451    838.405259203
2.2197511133    845.839973265
2.21994983766    852.339394749
2.2201485976    857.953098144
2.22034739314    862.914623984
2.22054622429    867.396022997
2.22074509105    871.385287456
2.22094399343    874.747823232
2.22114293144    877.459451885
2.2213419051    879.618563701
2.22154091441    881.213205549
2.22173995938    882.035414833
2.22193904002    881.693627444
2.22213815634    879.98028446
2.22233730836    877.104277078
2.22253649607    873.531444317
2.22273571949    869.837439626
2.22293497863    866.49962927
2.2231342735    863.811464581
2.22333360411    861.833772173
2.22353297047    860.382702254
2.22373237258    859.201157506
2.22393181046    858.032211953
2.22413128412    856.741406721
2.22433079356    855.267673853
2.2245303388    853.672228224
2.22472991985    852.126185088
2.22492953671    850.971575169
2.2251291894    850.62345139
2.22532887792    851.411099572
2.22552860228    853.333901755
2.2257283625    856.037244227
2.22592815859    858.995882754
2.22612799054    861.684950055
2.22632785838    863.701971553
2.22652776211    864.90092518
2.22672770175    865.367625944
2.22692767729    865.382933432
2.22712768876    865.190934302
2.22732773616    864.962384569
2.2275278195    864.758255826
2.22772793879    864.602898403
2.22792809404    864.532837569
2.22812828526    864.669833186
2.22832851246    865.257360851
2.22852877565    866.538701741
2.22872907484    868.61088023
2.22892941004    871.351744923
2.22912978125    874.444517771
2.2293301885    877.511794973
2.22953063178    880.261623446
2.22973111111    882.523878008
2.2299316265    884.310985398
2.23013217795    885.732633183
2.23033276548    886.886270419
2.2305333891    887.820665266
2.23073404882    888.450867643
2.23093474464    888.777041584
2.23113547657    888.847942175
2.23133624464    888.845894147
2.23153704883    888.940957302
2.23173788918    889.339483035
2.23193876567    890.138426107
2.23213967834    891.313296518
2.23234062717    892.754669549
2.23254161219    894.328940649
2.23274263341    895.95112257
2.23294369083    897.633326919
2.23314478446    899.351256336
2.23334591432    901.068523258
2.2335470804    902.603294863
2.23374828273    903.664804647
2.23394952132    903.792823032
2.23415079617    902.709212558
2.23435210728    900.463073025
2.23455345469    897.418371385
2.23475483838    894.023568531
2.23495625837    890.581514196
2.23515771468    887.298013544
2.23535920731    884.209296645
2.23556073626    881.351548187
2.23576230156    878.797241744
2.23596390321    876.788120827
2.23616554122    875.698795476
2.23636721561    875.794783125
2.23656892637    876.978725586
2.23677067352    878.83907556
2.23697245707    880.879981593
2.23717427703    882.630127219
2.23737613342    883.787651065
2.23757802623    884.256243931
2.23777995548    884.169127721
2.23798192118    883.792215157
2.23818392334    883.330898985
2.23838596196    882.930055366
2.23858803707    882.625849476
2.23879014867    882.430297051
2.23899229676    882.270963273
2.23919448137    882.12370756
2.23939670249    881.952338876
2.23959896014    881.768935994
2.23980125433    881.573505446
2.24000358506    881.341937451
2.24020595236    880.977861198
2.24040835622    880.252444328
2.24061079666    878.852680892
2.24081327369    876.574207595
2.24101578731    873.48974639
2.24121833755    869.864599105
2.2414209244    866.036082472
2.24162354788    862.269088771
2.241826208    858.768129184
2.24202890476    855.617279583
2.24223163818    852.900542216
2.24243440827    850.749967478
2.24263721503    849.658240161
2.24284005849    850.249906964
2.24304293864    852.884647716
2.24324585549    857.357055593
2.24344880907    862.969243214
2.24365179937    868.963780573
2.24385482641    874.763932654
2.24405789019    880.021548439
2.24426099074    884.604857772
2.24446412804    888.586236841
2.24466730213    891.978035817
2.244870513    894.528554639
2.24507376067    895.830331687
2.24527704515    895.620143471
2.24548036644    894.07871022
2.24568372456    891.662421603
2.24588711952    888.887290131
2.24609055133    886.077163669
2.24629401999    883.399836491
2.24649752552    880.903184647
2.24670106792    878.527187969
2.24690464721    876.163996342
2.2471082634    873.657903346
2.2473119165    870.865298459
2.24751560651    867.726477919
2.24771933345    864.301485786
2.24792309733    860.769986427
2.24812689815    857.419200714
2.24833073594    854.548113405
2.24853461069    852.407644013
2.24873852241    851.069145444
2.24894247113    850.400654379
2.24914645684    850.222499686
2.24935047956    850.546363274
2.24955453929    851.503421318
2.24975863606    853.129168417
2.24996276986    855.291851373
2.25016694071    857.692570359
2.25037114862    859.937139758
2.2505753936    861.703286647
2.25077967565    862.75251922
2.25098399479    863.109109224
2.25118835103    862.976279972
2.25139274438    862.580980322
2.25159717485    862.090357671
2.25180164245    861.540244607
2.25200614718    860.930660978
2.25221068907    860.273570207
2.25241526811    859.616675545
2.25261988432    859.102989153
2.25282453772    858.899249251
2.2530292283    859.160156852
2.25323395608    859.885458675
2.25343872107    860.955816514
2.25364352328    862.216244022
2.25384836272    863.571410331
2.2540532394    864.949851543
2.25425815333    866.351542151
2.25446310452    867.740785664
2.25466809298    869.046209264
2.25487311873    870.125131942
2.25507818176    870.775517413
2.2552832821    870.866823184
2.25548841974    870.411237938
2.25569359471    869.58733376
2.25589880701    868.692390918
2.25610405665    867.952178603
2.25630934364    867.568551558
2.256514668    867.612577816
2.25672002973    868.000897258
2.25692542884    868.531499294
2.25713086534    868.966908467
2.25733633925    869.081680185
2.25754185057    868.709869726
2.25774739931    867.851755397
2.25795298549    866.709235538
2.25815860911    865.614523709
2.25836427019    864.982590939
2.25856996873    865.192545694
2.25877570474    866.409860044
2.25898147824    868.444375033
2.25918728923    870.85725318
2.25939313773    873.127052772
2.25959902375    874.709031017
2.25980494729    875.236455302
2.26001090837    874.698065772
2.26021690699    873.319354686
2.26042294318    871.301992687
2.26062901692    868.705490446
2.26083512825    865.411851695
2.26104127716    861.409638993
2.26124746367    856.841150911
2.26145368779    852.037795227
2.26165994953    847.318906643
2.2618662489    842.944484197
2.2620725859    839.067980408
2.26227896055    835.677304659
2.26248537287    832.665873621
2.26269182285    829.927162863
2.26289831052    827.543703144
2.26310483587    825.645174099
2.26331139893    824.290337826
2.26351799969    823.4552915
2.26372463818    823.151554284
2.2639313144    823.579410677
2.26413802836    825.151336853
2.26434478008    828.161585601
2.26455156956    832.479635834
2.26475839681    837.644960776
2.26496526184    843.067696771
2.26517216467    848.229117363
2.2653791053    852.787640074
2.26558608375    856.661123474
2.26579310002    859.944180517
2.26600015413    862.754902644
2.26620724608    865.081776745
2.26641437589    866.748470376
